side	sample_item	line	group	name	mods	current_freq	proposed_freq	current_pool_weight	after_regular_weight	after_greater_weight	after_total_weight	before_per_slot	after_per_slot_existing_only	after_per_slot_with_greater	existing_only_relative_delta	with_greater_relative_delta
prefix	amul	258	125	Blighting	skilltab(6) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	259	125	Accursed	skilltab(6) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	260	125	Fungal	skilltab(7) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	261	125	Noxious	skilltab(7) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	262	125	Venomous	skilltab(7) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	263	125	Graverobber's	skilltab(8) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	264	125	Vodoun	skilltab(8) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	265	125	Golemlord's	skilltab(8) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	266	125	Lion Branded	skilltab(9) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	267	125	Hawk Branded	skilltab(9) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	268	125	Rose Branded	skilltab(9) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	269	125	Captain's	skilltab(10) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	270	125	Commander's	skilltab(10) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	271	125	Marshal's	skilltab(10) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	272	125	Preserver's	skilltab(11) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	273	125	Warder's	skilltab(11) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	274	125	Guardian's	skilltab(11) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	278	125	Fanatic	skilltab(13) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	279	125	Raging	skilltab(13) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	280	125	Furious	skilltab(13) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	281	125	Sounding	skilltab(14) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	282	125	Resonant	skilltab(14) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	283	125	Echoing	skilltab(14) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	284	125	Trainer's	skilltab(15) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	285	125	Caretaker's	skilltab(15) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	286	125	Keeper's	skilltab(15) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	287	125	Spiritual	skilltab(16) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	288	125	Feral	skilltab(16) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	289	125	Communal	skilltab(16) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	290	125	Nature's	skilltab(17) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	291	125	Terra's	skilltab(17) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	292	125	Gaea's	skilltab(17) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	293	125	Entrapping	skilltab(18) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	294	125	Trickster's	skilltab(18) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	295	125	Cunning	skilltab(18) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	296	125	Mentalist's	skilltab(19) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	297	125	Psychic	skilltab(19) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	298	125	Shadow	skilltab(19) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	299	125	Shogukusha's	skilltab(20) 1-1	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	300	125	Sensei's	skilltab(20) 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	301	125	Kenshi's	skilltab(20) 3-3	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	302	201	Gnostics	skill-rand(2) 6-35	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	303	201	Gnostics	skill-rand(3) 6-35	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	304	201	Gnostics	skill-rand(4) 6-35	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	305	201	Gnostics	skill-rand(5) 6-35	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	306	201	Gnostics	skill-rand(2) 96-125	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	307	201	Gnostics	skill-rand(3) 96-125	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	308	201	Gnostics	skill-rand(4) 96-125	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	309	201	Gnostics	skill-rand(5) 96-125	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	310	201	Gnostics	skill-rand(2) 66-95	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	311	201	Gnostics	skill-rand(3) 66-95	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	312	201	Gnostics	skill-rand(4) 66-95	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	313	201	Gnostics	skill-rand(5) 66-95	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	314	201	Gnostics	skill-rand(2) 36-65	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	315	201	Gnostics	skill-rand(3) 36-65	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	316	201	Gnostics	skill-rand(4) 36-65	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	317	201	Gnostics	skill-rand(5) 36-65	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	318	201	Gnostics	skill-rand(2) 126-155	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	319	201	Gnostics	skill-rand(3) 126-155	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	320	201	Gnostics	skill-rand(4) 126-155	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	321	201	Gnostics	skill-rand(5) 126-155	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	322	201	Gnostics	skill-rand(2) 221-250	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	323	201	Gnostics	skill-rand(3) 221-250	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	324	201	Gnostics	skill-rand(4) 221-250	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	325	201	Gnostics	skill-rand(5) 221-250	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	326	201	Gnostics	skill-rand(2) 251-280	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	327	201	Gnostics	skill-rand(3) 251-280	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	328	201	Gnostics	skill-rand(4) 251-280	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	329	201	Gnostics	skill-rand(5) 251-280	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	350	117	Lapis	res-cold 11-20	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	352	117	Cobalt	res-cold 21-30	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	354	117	Sapphire	res-cold 31-40	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	359	118	Garnet	res-fire 21-30	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	361	118	Ruby	res-fire 31-40	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	365	119	Ocher	res-ltng 11-20	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	367	119	Coral	res-ltng 21-30	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	369	119	Amber	res-ltng 31-40	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	373	120	Viridian	res-pois 11-20	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	375	120	Jade	res-pois 21-30	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	377	120	Emerald	res-pois 31-40	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	387	116	Scintillating	res-all 12-15	10	100	468	4680	149	4829	0.021367521367521368	0.021367521367521368	0.02070822116380203	0.0	-0.030855249534065043
prefix	amul	388	116	Prismatic	res-all 16-20	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	389	116	Chromatic	res-all 21-30	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	397	115	Serpent's	mana 11-20	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	402	115	Wyrm's	mana 41-60	4	40	468	4680	149	4829	0.008547008547008548	0.008547008547008548	0.008283288465520811	0.0	-0.030855249534065265
prefix	amul	403	115	Great Wyrm's	mana 61-90	4	40	468	4680	149	4829	0.008547008547008548	0.008547008547008548	0.008283288465520811	0.0	-0.030855249534065265
prefix	amul	404	115	Bahamut's	mana 91-120	4	40	468	4680	149	4829	0.008547008547008548	0.008547008547008548	0.008283288465520811	0.0	-0.030855249534065265
prefix	amul	412	107	Vulpine	dmg-to-mana 7-12	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	417	114	Felicitous	mag% 5-10	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	418	114	Fortuitous	mag% 11-15	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	450	204	Loremaster's1	addxp 1-1	10	100	468	4680	149	4829	0.021367521367521368	0.021367521367521368	0.02070822116380203	0.0	-0.030855249534065043
prefix	amul	451	204	Loremaster's1	addxp 2-2	8	80	468	4680	149	4829	0.017094017094017096	0.017094017094017096	0.016566576931041622	0.0	-0.030855249534065265
prefix	amul	452	204	Sage's	addxp 3-3	6	60	468	4680	149	4829	0.01282051282051282	0.01282051282051282	0.012424932698281217	0.0	-0.030855249534065043
prefix	amul	453	204	Sage's	addxp 4-4	4	40	468	4680	149	4829	0.008547008547008548	0.008547008547008548	0.008283288465520811	0.0	-0.030855249534065265
prefix	amul	454	204	Master Sage's	addxp 5-5	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	521	44	Charged1	charged(8) 33-11	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	535	44	Charged1	charged(17) 35-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	557	44	Charged1	charged(35) 300-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	591	44	Charged1	charged(54) 300-1	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	615	44	Charged1	charged(70) 25-10	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	633	44	Charged1	charged(80) 50-20	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	657	44	Charged1	charged(93) 200-23	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	697	44	Charged1	charged(150) 35-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	711	44	Charged1	charged(240) 300-25	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	715	44	Charged1	charged(245) 200-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	719	44	Charged1	charged(250) 100-28	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	731	44	Charged1	charged(264) 55-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	734	44	Charged1	charged(267) 35-12	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	736	44	Charged1	charged(268) 15-15	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	750	44	Charged1	charged(279) 10-18	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1060	125	Chaotic	skilltab(23) 1-1	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1061	125	Erratic	skilltab(23) 2-2	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1062	125	Torrid	skilltab(23) 3-3	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1063	125	Sullied	skilltab(22) 1-1	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1064	125	TaintedAffix	skilltab(22) 2-2	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1065	125	Forbidden	skilltab(22) 3-3	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1066	125	Fiendish	skilltab(21) 1-1	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1067	125	Dreadful	skilltab(21) 2-2	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1068	125	Malevolent	skilltab(21) 3-3	1	10	468	4680	149	4829	0.002136752136752137	0.002136752136752137	0.0020708221163802027	0.0	-0.030855249534065265
prefix	amul	1069	125	Devil's	war 1-1	4	40	468	4680	149	4829	0.008547008547008548	0.008547008547008548	0.008283288465520811	0.0	-0.030855249534065265
prefix	amul	1070	125	Arch-Devil's	war 2-2	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	1085	201	Devil's	skill-rand(2) 373-402	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	1086	201	Devil's	skill-rand(3) 373-402	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	1087	201	Devil's	skill-rand(4) 373-402	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	amul	1088	201	Devil's	skill-rand(5) 373-402	2	20	468	4680	149	4829	0.004273504273504274	0.004273504273504274	0.0041416442327604054	0.0	-0.030855249534065265
prefix	axe	9	111	Merciless	dmg% 101-125	150	1500	1238	12380	92	12472	0.12116316639741519	0.12116316639741519	0.12026940346375882	0.0	-0.0073765234124438805
prefix	axe	10	111	Merciless	dmg% 126-150	150	1500	1238	12380	92	12472	0.12116316639741519	0.12116316639741519	0.12026940346375882	0.0	-0.0073765234124438805
prefix	axe	11	111	Ferocious	dmg% 151-200	114	1140	1238	12380	92	12472	0.09208400646203554	0.09208400646203554	0.09140474663245671	0.0	-0.0073765234124438805
prefix	axe	12	111	Ferocious	dmg% 210-233	114	1140	1238	12380	92	12472	0.09208400646203554	0.09208400646203554	0.09140474663245671	0.0	-0.0073765234124438805
prefix	axe	13	111	Cruel	dmg% 234-266	114	1140	1238	12380	92	12472	0.09208400646203554	0.09208400646203554	0.09140474663245671	0.0	-0.0073765234124438805
prefix	axe	14	111	Cruel	dmg% 267-300	114	1140	1238	12380	92	12472	0.09208400646203554	0.09208400646203554	0.09140474663245671	0.0	-0.0073765234124438805
prefix	axe	22	111	Paradox	dmg%/lvl(8) -	2	20	1238	12380	92	12472	0.0016155088852988692	0.0016155088852988692	0.001603592046183451	0.0	-0.0073765234124438805
prefix	axe	23	111	Paradox	dmg%/lvl(12) -	2	20	1238	12380	92	12472	0.0016155088852988692	0.0016155088852988692	0.001603592046183451	0.0	-0.0073765234124438805
prefix	axe	24	111	Paradox	dmg%/lvl(16) -	2	20	1238	12380	92	12472	0.0016155088852988692	0.0016155088852988692	0.001603592046183451	0.0	-0.0073765234124438805
