name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Loremaster's1	+#% to Experience Gained & +#% Enhanced Damage	100	1	1	33		30				40	111	addxp		2	2	dmg%		76	100						weap												0	0
Sage's	+#% to Experience Gained & +#% Enhanced Damage	100	1	1	44		48				40	111	addxp		2	2	dmg%		101	150						weap												0	0
Sage's	+#% to Experience Gained & +#% Enhanced Damage	100	1	1	55		54				20	111	addxp		2	2	dmg%		151	225						weap												0	0
Master Sage's	+#% to Experience Gained & +#% Enhanced Damage	100	1	1	62		66				20	111	addxp		3	3	dmg%		225	250						weap												0	0
Ghostly	+#% Enhanced Damage & Ethereal & Repairs 1 durability in # seconds	100	1	1	29		31				40	111	dmg%		101	125	ethereal		1	1	rep-dur	10			cred	weap							orb	wand				0	0
Spectral1	+#% Enhanced Damage & Ethereal & Repairs 1 durability in # seconds	100	1	1	43		43				40	111	dmg%		126	150	ethereal		1	1	rep-dur	10			cgrn	weap							orb	wand				0	0
Phantom1	+#% Enhanced Damage & Ethereal & Repairs 1 durability in # seconds	100	1	1	53		57				40	111	dmg%		151	175	ethereal		1	1	rep-dur	10			cblu	weap							orb	wand				0	0
Wraithly1	+#% Enhanced Damage & Ethereal & Repairs 1 durability in # seconds	100	1	1	60	85	68				20	111	dmg%		176	200	ethereal		1	1	rep-dur	10			whit	weap							orb	wand				0	0
Wraithly1	+#% Enhanced Damage & Ethereal & Repairs 1 durability in # seconds	100	1	1	86		68				40	111	dmg%		176	200	ethereal		1	1	rep-dur	10			whit	weap							orb	wand				0	0
Assamic	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	2	20	1				40	123	att-demon		25	50	dmg-demon		10	25						weap	circ						wand	orb				0	0
Arcadian	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	11	40	9				40	123	att-demon		51	100	dmg-demon		26	50						weap	circ						wand	orb				0	0
Unearthly	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	18	65	15				20	123	att-demon		101	150	dmg-demon		51	100						weap							wand	orb				0	0
Astral	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	25		22				20	123	att-demon		151	200	dmg-demon		101	150						weap							wand	orb				0	0
Elysian	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	31		28				20	123	att-demon		201	300	dmg-demon		151	200					dgld	weap							wand	orb				0	0
Celestial	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	39	54	35				10	123	att-demon		301	400	dmg-demon		201	300					dgld	weap							wand	orb				0	0
Celestial	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	55		35				20	123	att-demon		301	400	dmg-demon		201	300					dgld	weap							wand	orb				0	0
Diamond	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	18	25	16				10	123	att-demon		25	50	dmg-demon		25	40						jewl												0	0
Diamond	+# to Attack Rating against Demons & +#% Damage to Demons	100	1	1	26		16				20	123	att-demon		25	50	dmg-demon		25	40						jewl												0	0
Consecrated	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	1	35	1				80	142	att-undead		25	75	dmg-undead		25	75						weap							wand	orb				0	0
Pure	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	11	60	9				60	142	att-undead		76	175	dmg-undead		76	125					lgld	weap							wand	orb				0	0
Sacred	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	18		15				40	142	att-undead		175	250	dmg-undead		126	200					lgld	weap							wand	orb				0	0
Hallowed	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	25		23				20	142	att-undead		251	325	dmg-undead		201	275					lgld	weap							wand	orb				0	0
Divine	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	31	44	31				10	142	att-undead		326	450	dmg-undead		276	350					lgld	weap							wand	orb				0	0
Divine	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	45		31				20	142	att-undead		326	450	dmg-undead		276	350					lgld	weap							wand	orb				0	0
Pearl	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	13	17	11				10	142	att-undead		25	50	dmg-undead		25	50						jewl												0	0
Pearl	+# to Attack Rating against Undead & +#% Damage to Undead	100	1	1	18		11				20	142	att-undead		25	50	dmg-undead		25	50						jewl												0	0
Bronze	+# to Attack Rating	100	1	1	1	35	1				160	110	att		10	20										weap	ring	circ	glov	amul			orb	wand				0	0
Iron	+# to Attack Rating	100	1	1	5	48	4				160	110	att		21	40										weap	ring	circ	glov	amul			orb	wand				0	0
Steel	+# to Attack Rating	100	1	1	8	70	8				140	110	att		41	60										weap	ring	circ	glov	amul			orb	wand				0	0
Silver	+# to Attack Rating	100	1	1	10	85	10				140	110	att		61	80										weap	ring	circ	glov	amul			orb	wand				0	0
Gold	+# to Attack Rating	100	1	1	13	18	14				60	110	att		81	100									lgld	weap	ring	circ	glov	amul			orb	wand				0	0
Gold	+# to Attack Rating	100	1	1	19		14				120	110	att		81	100									lgld	weap	ring	circ	glov	amul			orb	wand				0	0
Platinum	+# to Attack Rating	100	1	1	18	24	19				60	110	att		101	125									lgld	weap	ring	circ					orb	wand				0	0
Platinum	+# to Attack Rating	100	1	1	25		19				120	110	att		101	125									lgld	weap	ring	circ					orb	wand				0	0
Meteoric	+# to Attack Rating	100	1	1	21		23				100	110	att		126	150									lgld	weap							orb	wand				0	0
Strange	+# to Attack Rating	100	1	1	26		29				100	110	att		151	300									lgld	weap							orb	wand				0	0
Weird	+# to Attack Rating	100	1	1	31	43	34				40	110	att		301	450									lgld	weap							orb	wand				0	0
Weird	+# to Attack Rating	100	1	1	44		34				80	110	att		301	450									lgld	weap							orb	wand				0	0
Nickel	+# to Attack Rating	100	1	1	1	40	1				80	110	att		10	20										jewl												0	0
Tin	+# to Attack Rating	100	1	1	6	70	5				80	110	att		21	40										jewl												0	0
Silver	+# to Attack Rating	100	1	1	18		15				80	110	att		41	60										jewl												0	0
Argent	+# to Attack Rating	100	1	1	31	43	31				40	110	att		61	100										jewl												0	0
Argent	+# to Attack Rating	100	1	1	44		31				80	110	att		61	100										jewl												0	0
Robineye	+# to Attack Rating (Based on Character Level)	100	1	1	1	35	1				20	111	att/lvl	4											whit	weap							staf	wand	orb			0	0
Sparroweye	+# to Attack Rating (Based on Character Level)	100	1	1	7	55	6				20	111	att/lvl	6											whit	weap							staf	wand	orb			0	0
Falconeye	+# to Attack Rating (Based on Character Level)	100	1	1	14		13				20	111	att/lvl	8											whit	weap							staf	wand	orb			0	0
Hawkeye	+# to Attack Rating (Based on Character Level)	100	1	1	25		22				140	111	att/lvl	12											whit	weap							staf	wand	orb			0	0
Eagleeye	+# to Attack Rating (Based on Character Level)	100	1	1	35		31				20	111	att/lvl	16											whit	weap							staf	wand	orb			0	0
Precise1	#% Bonus to Attack Rating	100	1	1	14	40	13				80	200	att%		5	9										weap	glov											0	0
Precise1	#% Bonus to Attack Rating	100	1	1	28	70	26				60	200	att%		10	14										weap	glov											0	0
Fastidious1	#% Bonus to Attack Rating	100	1	1	39		38				40	200	att%		15	19										weap	glov											0	0
Meticulous1	#% Bonus to Attack Rating	100	1	1	49		51				40	200	att%		20	24										weap	glov											0	0
Veracious1	#% Bonus to Attack Rating	100	1	1	59	84	64				10	200	att%		25	35										weap	glov											0	0
Veracious1	#% Bonus to Attack Rating	100	1	1	85		64				20	200	att%		25	35										weap	glov											0	0
Visionary	#% Bonus to Attack Rating (Based on Character Level)	100	1	1	18		15				20	111	att%/lvl	2											whit	helm	miss	glov										0	0
Scarlet	+# to Minimum Damage	100	1	1	6	55	5				80	103	dmg-min		1	4									dred	jewl												0	0
Crimson	+# to Minimum Damage	100	1	1	27		26				80	103	dmg-min		5	8									dred	jewl												0	0
Carbuncle	+# to Maximum Damage	100	1	1	8	48	8				80	104	dmg-max		1	5									dred	jewl												0	0
Carmine	+# to Maximum Damage	100	1	1	25		23				80	104	dmg-max		6	9									dred	jewl												0	0
Vermillion	+# to Maximum Damage	100	1	1	41	57	43				40	104	dmg-max		11	15									dred	jewl												0	0
Vermillion	+# to Maximum Damage	100	1	1	58		43				80	104	dmg-max		11	15									dred	jewl												0	0
Red	+# to Minimum Damage & +# to Maximum Damage	100	1	1	20	58	22				80	103	dmg-min		1	3	dmg-max		5	8					dred	jewl												0	0
Sanguinary	+# to Minimum Damage & +# to Maximum Damage	100	1	1	41		44				80	103	dmg-min		4	5	dmg-max		8	12					dred	jewl												0	0
Bloody	+# to Minimum Damage & +# to Maximum Damage	100	1	1	60	85	75				40	103	dmg-min		6	8	dmg-max		13	15					dred	jewl												0	0
Bloody	+# to Minimum Damage & +# to Maximum Damage	100	1	1	86		75				80	103	dmg-min		6	8	dmg-max		13	15					dred	jewl												0	0
Knave's	+# to Maximum Damage (Based on Character Level) & +# to Attack Rating (Based on Character Level)	100	1	1	1	30	1				20	105	dmg/lvl	2			att/lvl	8							whit	weap							orb	wand	orb			0	0
Jack's	+# to Maximum Damage (Based on Character Level) & +# to Attack Rating (Based on Character Level)	100	1	1	7	45	6				20	105	dmg/lvl	3			att/lvl	12							whit	weap							orb	wand	orb			0	0
Jester's	+# to Maximum Damage (Based on Character Level) & +# to Attack Rating (Based on Character Level)	100	1	1	14	65	13				20	105	dmg/lvl	4			att/lvl	16							whit	weap							orb	wand	orb			0	0
Joker's	+# to Maximum Damage (Based on Character Level) & +# to Attack Rating (Based on Character Level)	100	1	1	25		22				20	105	dmg/lvl	6			att/lvl	20							whit	weap							orb	wand	orb			0	0
Trump	+# to Maximum Damage (Based on Character Level) & +# to Attack Rating (Based on Character Level)	100	1	1	35		31				140	105	dmg/lvl	8			att/lvl	24							whit	weap							orb	wand	orb			0	0
Loud	+# to Maximum Damage (Based on Character Level)	100	1	1	4	35	3				20	105	dmg/lvl	4											whit	weap							orb	wand	orb			0	0
Calling	+# to Maximum Damage (Based on Character Level)	100	1	1	14	55	13				20	105	dmg/lvl	6											whit	weap							orb	wand	orb			0	0
Yelling	+# to Maximum Damage (Based on Character Level)	100	1	1	28		30				20	105	dmg/lvl	8											whit	weap							orb	wand	orb			0	0
Shouting	+# to Maximum Damage (Based on Character Level)	100	1	1	42		47				20	105	dmg/lvl	12											whit	weap							orb	wand	orb			0	0
Gritty	+# to Maximum Damage (Based on Character Level)	100	1	1	53	74	55				70	105	dmg/lvl	16											whit	weap							orb	wand	orb			0	0
Gritty	+# to Maximum Damage (Based on Character Level)	100	1	1	75		55				140	105	dmg/lvl	16											whit	weap							orb	wand	orb			0	0
Blanched	+# Defense	100	1	1	1	40	1				80	101	ac		5	8									whit	jewl												0	0
Eburin	+# Defense	100	1	1	11	60	10				80	101	ac		9	20									whit	jewl												0	0
Bone	+# Defense	100	1	1	22		20				80	101	ac		21	40									whit	jewl												0	0
Ivory	+# Defense	100	1	1	45		48				80	101	ac		41	64									whit	jewl												0	0
Miocene	+# Defense (Based on Character Level)	100	1	1	1	25	1				80	101	ac/lvl	12											whit	tors	shld											0	0
Miocene	+# Defense (Based on Character Level)	100	1	1	1	25	1				100	101	ac/lvl	4											whit	glov	boot	belt	helm									0	0
Oligocene	+# Defense (Based on Character Level)	100	1	1	18	50	19				80	101	ac/lvl	24											whit	tors	shld											0	0
Oligocene	+# Defense (Based on Character Level)	100	1	1	18	50	19				80	101	ac/lvl	8											whit	glov	boot	belt	helm									0	0
Eocene	+# Defense (Based on Character Level)	100	1	1	31		34				60	101	ac/lvl	36											whit	tors	shld											0	0
Eocene	+# Defense (Based on Character Level)	100	1	1	31		34				40	101	ac/lvl	12											whit	glov	boot	belt	helm									0	0
Paleocene	+# Defense (Based on Character Level)	100	1	1	49		51				40	101	ac/lvl	48											whit	tors												0	0
Paleocene	+# Defense (Based on Character Level)	100	1	1	49		51				20	101	ac/lvl	16											whit	glov	boot	belt	helm									0	0
Sturdy	+#% Enhanced Defense	100	1	1	1	20	1				1100	101	ac%		10	20										armo	shld											0	0
Sturdy	+#% Enhanced Defense	100	1	1	5	30	3				1100	101	ac%		21	30										armo	shld											0	0
Strong	+#% Enhanced Defense	100	1	1	8	40	9				1100	101	ac%		31	40										armo	shld											0	0
Glorious	+#% Enhanced Defense	100	1	1	17	50	15				1100	101	ac%		41	50										armo	shld											0	0
Blessed	+#% Enhanced Defense	100	1	1	22	60	21				1100	101	ac%		51	65										armo	shld											0	0
Consecrated	+#% Enhanced Defense	100	1	1	27	70	27				1100	101	ac%		66	80										armo	shld											0	0
Saintly	+#% Enhanced Defense	100	1	1	39		41				1100	101	ac%		81	100									dgld	armo	shld											0	0
Holy	+#% Enhanced Defense	100	1	1	47		48				1100	101	ac%		101	133									dgld	armo	shld											0	0
Hallowed	+#% Enhanced Defense	100	1	1	50		59				1100	101	ac%		134	166									dgld	armo	shld											0	0
Godly	+#% Enhanced Defense	100	1	1	55		63				1100	101	ac%		167	200									dgld	armo	shld											0	0
Godly	+#% Enhanced Defense	100	1	1	60	85	64				550	101	ac%		201	225									dgld	armo	shld											0	0
Godly	+#% Enhanced Defense	100	1	1	86		64				1100	101	ac%		201	225									dgld	armo	shld											0	0
Paradox	+#% Enhanced Defense (Based on Character Level)	100	1	1	1		1				240	101	ac%/lvl	8											whit	armo	shld											0	0
Paradox	+#% Enhanced Defense (Based on Character Level)	100	1	1	46		50				240	101	ac%/lvl	16											whit	armo	shld											0	0
Ghostly	+#% Enhanced Defense & Ethereal & Repairs 1 durability in # seconds	100	1	1	29		31				40	101	ac%		25	40	ethereal		1	1	rep-dur	10			whit	armo												0	0
Spectral1	+#% Enhanced Defense & Ethereal & Repairs 1 durability in # seconds	100	1	1	43		43				40	101	ac%		41	60	ethereal		1	1	rep-dur	10			whit	armo												0	0
Phantom1	+#% Enhanced Defense & Ethereal & Repairs 1 durability in # seconds	100	1	1	53		57				40	101	ac%		61	80	ethereal		1	1	rep-dur	10			whit	armo												0	0
Wraithly1	+#% Enhanced Defense & Ethereal & Repairs 1 durability in # seconds	100	1	1	60	85	64				20	101	ac%		81	100	ethereal		1	1	rep-dur	10			whit	armo												0	0
Wraithly1	+#% Enhanced Defense & Ethereal & Repairs 1 durability in # seconds	100	1	1	86		64				40	101	ac%		81	100	ethereal		1	1	rep-dur	10			whit	armo												0	0
Strengthened1	+#% Enhanced Defense & Damage Reduced by #%	100	1	1	4		3				40	101	ac%		20	30	red-dmg%		1	3						tors	shld											0	0
